ID,L1,W1,L2,W2,
608, 9.69, 1.78, -10.32, 12.39,
609, 9.78, 1.78, -10.39, 12.39,
610, 9.85, 1.78, -10.47, 12.39,
611, 9.90, 1.78, -10.51, 12.39,
612, 9.97, 1.78, -10.59, 12.39,
613, 10.06, 1.78, -10.67, 12.39,
614, 10.12, 1.78, -10.72, 12.39,
615, 10.14, 1.78, -10.73, 12.39,
616, 10.20, 1.78, -10.79, 12.39,
617, 10.32, 1.78, -10.91, 12.36,
618, 10.39, 1.78, -10.98, 12.36,
619, 10.45, 1.78, -11.04, 12.34,
620, 10.50, 1.78, -11.09, 12.34,
621, 10.53, 1.78, -11.13, 12.33,
622, 10.57, 1.78, -11.16, 12.32,
623, 10.62, 1.78, -11.20, 12.31,
624, 10.69, 1.78, -11.29, 12.31,
625, 10.72, 1.78, -11.31, 12.30,
626, 10.78, 1.78, -11.37, 12.29,
627, 10.84, 1.78, -11.42, 12.29,
628, 10.87, 1.78, -11.47, 12.28,
629, 10.91, 1.78, -11.51, 12.28,
630, 10.95, 1.78, -11.56, 12.26,
631, 11.01, 1.78, -11.62, 12.26,
632, 11.07, 1.78, -11.67, 12.26,
633, 11.12, 1.78, -11.73, 12.25,
634, 11.16, 1.78, -11.79, 12.25,
635, 11.23, 1.78, -11.87, 12.24,
636, 11.28, 1.78, -11.92, 12.24,
637, 11.32, 1.78, -11.98, 12.23,
638, 11.37, 1.78, -12.03, 12.23,
639, 11.41, 1.78, -12.07, 12.22,
640, 11.45, 1.78, -12.13, 12.22,
641, 11.54, 1.78, -12.20, 12.21,
642, 11.63, 1.78, -12.28, 12.20,
643, 11.70, 1.78, -12.37, 12.19,
644, 11.78, 1.78, -12.44, 12.19,
645, 11.87, 1.78, -12.50, 12.18,
646, 11.91, 1.78, -12.54, 12.18,
647, 11.94, 1.78, -12.56, 12.18,
648, 11.97, 1.78, -12.60, 12.18,
649, 12.01, 1.79, -12.63, 12.17,
650, 12.09, 1.78, -12.75, 12.16,
651, 12.16, 1.78, -12.76, 12.16,
652, 12.20, 1.78, -12.81, 12.16,
653, 12.28, 1.78, -12.88, 12.15,
654, 12.35, 1.78, -12.97, 12.14,
655, 12.39, 1.78, -13.01, 12.14,
656, 12.45, 1.78, -13.07, 12.13,
657, 12.54, 1.78, -13.14, 12.13,
658, 12.69, 1.78, -13.29, 12.12,
659, 12.85, 1.78, -13.48, 12.10,
660, 12.89, 1.78, -13.54, 12.10,
661, 12.92, 1.78, -13.57, 12.10,
662, 12.92, 1.78, -13.59, 12.10,
663, 12.94, 1.82, -13.60, 12.09,
664, 12.98, 1.84, -13.64, 12.09,
665, 13.03, 1.94, -13.70, 12.08,
666, 13.10, 1.95, -13.76, 12.08,
667, 13.14, 1.95, -13.82, 12.07,
668, 13.20, 1.95, -13.86, 12.07,
669, 13.22, 1.95, -13.88, 12.07,
670, 13.22, 1.95, -13.88, 12.06,
671, 13.22, 1.95, -13.88, 12.06,
672, 13.22, 1.95, -13.88, 12.06,
673, 13.22, 1.95, -13.88, 12.06,
674, 13.22, 1.95, -13.88, 12.06,
675, 13.22, 1.94, -13.88, 12.06,
676, 13.22, 1.94, -13.88, 12.06,
677, 13.22, 1.86, -13.88, 12.06,
678, 13.22, 1.86, -13.88, 12.06,
679, 13.22, 1.86, -13.88, 12.06,
680, 13.22, 1.86, -13.88, 12.06,
681, 13.22, 1.79, -13.88, 12.06,
682, 13.22, 1.79, -13.88, 12.06,
683, 13.22, 1.79, -13.88, 12.06,
684, 13.22, 1.80, -13.88, 12.06,
685, 13.22, 1.80, -13.88, 12.06,
686, 13.22, 1.80, -13.88, 12.06,
687, 13.22, 1.80, -13.88, 12.06,
688, 13.22, 1.80, -13.88, 12.06,
689, 13.22, 1.80, -13.88, 12.06,
690, 13.22, 1.80, -13.88, 12.06,
691, 13.22, 1.80, -13.88, 12.06,
692, 13.22, 1.80, -13.88, 12.06,
693, 13.22, 1.79, -13.88, 12.06,
694, 13.22, 1.79, -13.88, 12.06,
695, 13.22, 1.79, -13.88, 12.06,
696, 13.22, 1.79, -13.88, 12.06,
697, 13.22, 1.79, -13.88, 12.06,
698, 13.22, 1.79, -13.88, 12.06,
699, 13.22, 1.79, -13.88, 12.06,
700, 13.22, 1.79, -13.88, 12.06,
701, 13.22, 1.79, -13.88, 12.06,
702, 13.22, 1.78, -13.88, 12.06,
703, 13.22, 1.78, -13.88, 12.06,
704, 13.22, 1.78, -13.88, 12.06,
705, 13.22, 1.78, -13.88, 12.06,
706, 13.22, 1.78, -13.88, 12.06,
707, 13.22, 1.78, -13.88, 12.06,
708, 13.22, 1.78, -13.88, 12.06,
709, 13.22, 1.78, -13.88, 12.06,
710, 13.22, 1.78, -13.88, 12.06,
711, 13.22, 1.78, -13.88, 12.06,
712, 13.22, 1.78, -13.88, 12.06,
713, 13.22, 1.78, -13.88, 12.06,
714, 13.22, 1.78, -13.88, 12.06,
715, 13.22, 1.78, -13.88, 12.06,
716, 13.22, 1.77, -13.88, 12.06,
717, 13.22, 1.77, -13.88, 12.06,
718, 13.22, 1.77, -13.88, 12.06,
719, 13.22, 1.77, -13.88, 12.06,
720, 13.22, 1.77, -13.88, 12.06,
721, 13.22, 1.77, -13.88, 12.06,
722, 13.22, 1.77, -13.88, 12.06,
723, 13.22, 1.77, -13.88, 12.06,
724, 13.22, 1.77, -13.88, 12.06,
725, 13.22, 1.77, -13.88, 12.06,
726, 13.22, 1.77, -13.88, 12.06,
727, 13.22, 1.77, -13.88, 12.06,
728, 13.22, 1.77, -13.88, 12.06,
729, 13.22, 1.78, -13.88, 12.06,
730, 13.22, 1.78, -13.88, 12.06,
731, 13.22, 1.78, -13.88, 12.06,
732, 13.22, 1.78, -13.88, 12.06,
733, 13.22, 1.78, -13.88, 12.06,
734, 13.22, 1.78, -13.88, 12.06,
735, 13.22, 1.78, -13.88, 12.06,
736, 13.22, 1.78, -13.88, 12.06,
737, 13.22, 1.78, -13.88, 12.06,
738, 13.22, 1.78, -13.88, 12.06,
739, 13.22, 1.78, -13.88, 12.06,
740, 13.22, 1.78, -13.88, 12.06,
741, 13.22, 1.78, -13.88, 12.06,
742, 13.22, 1.78, -13.88, 12.06,
743, 13.22, 1.78, -13.88, 12.06,
744, 13.22, 1.78, -13.88, 12.06,
745, 13.22, 1.78, -13.88, 12.06,
746, 13.22, 1.79, -13.88, 12.06,
747, 13.22, 1.79, -13.88, 12.06,
748, 13.22, 1.80, -13.88, 12.06,
749, 13.22, 1.80, -13.88, 12.06,
750, 13.22, 1.81, -13.88, 12.06,
751, 13.22, 1.84, -13.88, 12.06,
752, 13.22, 1.82, -13.88, 12.06,
753, 13.22, 1.82, -13.88, 12.06,
754, 13.22, 1.84, -13.88, 12.06,
755, 13.22, 1.82, -13.88, 12.06,
756, 13.23, 1.80, -13.89, 12.06,
757, 13.23, 1.80, -13.89, 12.06,
758, 13.23, 1.80, -13.89, 12.06,
759, 13.23, 1.80, -13.89, 12.06,
760, 13.25, 1.80, -13.91, 12.06,
761, 13.25, 1.80, -13.91, 12.06,
762, 13.26, 1.80, -13.92, 12.06,
763, 13.28, 1.80, -13.94, 12.06,
764, 13.28, 1.80, -13.94, 12.06,
765, 13.28, 1.79, -13.94, 12.06,
766, 13.28, 1.79, -13.94, 12.06,
767, 13.28, 1.80, -13.94, 12.06,
768, 13.28, 1.82, -13.94, 12.06,
769, 13.28, 1.88, -13.94, 12.06,
770, 13.28, 2.03, -13.94, 12.06,
771, 13.28, 2.04, -13.94, 12.06,
772, 13.28, 2.12, -13.94, 12.06,
773, 13.29, 2.21, -13.95, 12.06,
774, 13.31, 2.34, -13.97, 12.06,
775, 13.35, 2.45, -14.01, 12.05,
776, 13.39, 2.57, -14.06, 12.05,
777, 13.44, 2.71, -14.10, 12.04,
778, 13.50, 2.72, -14.16, 12.04,
779, 13.53, 2.81, -14.19, 12.04,
780, 13.56, 2.83, -14.20, 12.04,
781, 13.57, 2.92, -14.22, 12.03,
782, 13.59, 3.16, -14.25, 12.03,
783, 13.60, 3.28, -14.28, 12.03,
784, 13.64, 3.37, -14.31, 12.02,
785, 13.67, 3.64, -14.35, 12.01,
786, 13.67, 3.89, -14.36, 12.01,
787, 13.69, 4.14, -14.36, 12.01,
788, 13.70, 4.14, -14.39, 12.00,
789, 13.73, 4.14, -14.44, 12.00,
790, 13.75, 4.16, -14.45, 12.00,
791, 13.75, 4.22, -14.45, 12.00,
792, 13.76, 4.29, -14.45, 12.00,
793, 13.76, 4.61, -14.45, 12.00,
794, 13.78, 4.95, -14.47, 12.00,
795, 13.79, 5.10, -14.47, 12.00,
796, 13.79, 5.12, -14.47, 11.99,
797, 13.79, 5.12, -14.47, 11.99,
798, 13.79, 5.46, -14.47, 11.99,
799, 13.79, 5.89, -14.47, 11.99,
800, 13.79, 6.05, -14.47, 11.99,
801, 13.79, 6.18, -14.48, 11.99,
802, 13.79, 6.43, -14.48, 11.98,
803, 13.78, 6.56, -14.50, 11.98,
804, 13.76, 6.50, -14.50, 11.98,
805, 13.76, 6.37, -14.50, 11.98,
806, 13.76, 6.21, -14.50, 11.98,
807, 13.76, 6.18, -14.50, 11.98,
808, 13.76, 6.18, -14.50, 11.98,
809, 13.76, 6.18, -14.50, 11.99,
810, 13.76, 6.18, -14.50, 11.99,
811, 13.76, 6.18, -14.50, 11.99,
812, 13.76, 6.18, -14.50, 11.99,
813, 13.76, 6.17, -14.50, 11.99,
814, 13.76, 6.17, -14.50, 11.99,
815, 13.76, 6.17, -14.50, 11.99,
816, 13.75, 6.17, -14.50, 11.99,
817, 13.75, 6.17, -14.50, 11.99,
818, 13.75, 6.15, -14.50, 11.99,
819, 13.75, 6.14, -14.50, 11.99,
820, 13.75, 6.08, -14.51, 11.99,
821, 13.75, 6.00, -14.51, 11.98,
822, 13.75, 6.00, -14.51, 11.98,
823, 13.76, 6.00, -14.51, 11.98,
824, 13.76, 5.99, -14.51, 11.98,
825, 13.76, 5.86, -14.51, 11.98,
826, 13.76, 5.65, -14.51, 11.98,
827, 13.78, 5.47, -14.53, 11.98,
828, 13.79, 5.34, -14.56, 11.98,
829, 13.81, 5.29, -14.57, 11.98,
830, 13.84, 5.20, -14.61, 11.98,
831, 13.94, 5.14, -14.70, 11.97,
832, 13.95, 5.14, -14.73, 11.97,
833, 14.00, 5.14, -14.78, 11.96,
834, 14.03, 5.14, -14.79, 11.96,
835, 14.06, 5.14, -14.81, 11.96,
836, 14.07, 5.14, -14.84, 11.96,
837, 14.06, 5.17, -14.84, 11.96,
838, 14.06, 5.21, -14.84, 11.96,
839, 14.06, 5.21, -14.84, 11.96,
840, 14.06, 5.21, -14.84, 11.96,
841, 14.06, 5.21, -14.84, 11.96,
842, 14.06, 5.21, -14.84, 11.96,
843, 14.04, 5.21, -14.85, 11.95,
844, 14.04, 5.21, -14.85, 11.95,
845, 14.04, 5.22, -14.85, 11.95,
846, 14.04, 5.28, -14.85, 11.95,
847, 14.04, 5.39, -14.85, 11.95,
848, 14.04, 5.63, -14.85, 11.95,
849, 14.04, 6.02, -14.85, 11.95,
850, 14.06, 6.17, -14.85, 11.94,
851, 14.09, 6.27, -14.86, 11.94,
852, 14.10, 6.52, -14.88, 11.94,
853, 14.13, 6.57, -14.91, 11.94,
854, 14.25, 6.57, -14.98, 11.94,
855, 14.78, 6.72, -15.48, 11.87,
856, 14.88, 6.88, -15.59, 11.86,
857, 14.88, 6.89, -15.60, 11.86,
858, 14.89, 6.90, -15.60, 11.86,
859, 14.91, 6.95, -15.63, 11.86,
860, 14.91, 6.97, -15.63, 11.86,
861, 14.94, 7.02, -15.64, 11.86,
862, 14.98, 7.04, -15.69, 11.86,
863, 15.00, 7.07, -15.69, 11.86,
864, 15.47, 7.23, -16.13, 11.82,
865, 15.60, 7.36, -16.28, 11.80,
866, 15.60, 7.36, -16.29, 11.81,
867, 15.60, 7.36, -16.29, 11.81,
868, 15.60, 7.36, -16.29, 11.81,
869, 15.60, 7.43, -16.29, 11.81,
870, 15.60, 7.47, -16.29, 11.81,
871, 15.60, 7.49, -16.29, 11.81,
872, 15.60, 7.49, -16.29, 11.81,
873, 15.60, 7.51, -16.29, 11.81,
874, 15.60, 7.52, -16.29, 11.81,
875, 15.59, 7.53, -16.29, 11.81,
876, 15.59, 7.56, -16.29, 11.81,
877, 15.59, 7.58, -16.29, 11.81,
878, 15.59, 7.58, -16.29, 11.81,
879, 15.59, 7.59, -16.29, 11.81,
880, 15.60, 7.59, -16.29, 11.81,
881, 15.60, 7.59, -16.29, 11.81,
882, 15.60, 7.59, -16.29, 11.81,
883, 15.60, 7.59, -16.29, 11.81,
884, 15.60, 7.59, -16.29, 11.81,
885, 15.60, 7.59, -16.29, 11.81,
886, 15.60, 7.61, -16.29, 11.81,
887, 15.60, 7.62, -16.29, 11.81,
888, 15.60, 7.62, -16.29, 11.81,
889, 15.60, 7.62, -16.29, 11.81,
890, 15.60, 7.62, -16.29, 11.81,
891, 15.60, 7.62, -16.29, 11.81,
892, 15.60, 7.62, -16.29, 11.81,
893, 15.60, 7.61, -16.29, 11.81,
894, 15.60, 7.61, -16.29, 11.81,
895, 15.60, 7.61, -16.29, 11.81,
896, 15.60, 7.61, -16.29, 11.81,
897, 15.60, 7.61, -16.29, 11.80,
898, 15.60, 7.61, -16.29, 11.80,
899, 15.60, 7.61, -16.29, 11.80,
900, 15.60, 7.61, -16.29, 11.80,
901, 15.60, 7.61, -16.29, 11.80,
902, 15.60, 7.61, -16.29, 11.80,
903, 15.60, 7.61, -16.29, 11.80,
904, 15.60, 7.61, -16.29, 11.80,
905, 15.60, 7.61, -16.29, 11.80,
906, 15.60, 7.61, -16.29, 11.80,
907, 15.60, 7.61, -16.29, 11.80,
908, 15.60, 7.61, -16.29, 11.80,
909, 15.60, 7.61, -16.29, 11.80,
910, 15.60, 7.61, -16.29, 11.80,
911, 15.60, 7.61, -16.29, 11.80,
912, 15.60, 7.61, -16.29, 11.80,
913, 15.60, 7.61, -16.29, 11.80,
914, 15.60, 7.61, -16.29, 11.80,
915, 15.60, 7.60, -16.29, 11.80,
916, 15.63, 7.60, -16.31, 11.80,
917, 15.63, 7.60, -16.31, 11.80,
918, 15.63, 7.61, -16.31, 11.80,
919, 15.63, 7.62, -16.31, 11.80,
920, 15.63, 7.64, -16.31, 11.80,
921, 15.63, 7.64, -16.31, 11.80,
922, 15.63, 7.64, -16.31, 11.80,
923, 15.67, 7.52, -16.42, 11.79,
924, 15.82, 7.55, -16.54, 11.78,
925, 15.81, 7.55, -16.58, 11.78,
926, 15.81, 7.55, -16.60, 11.78,
927, 15.81, 7.55, -16.60, 11.78,
928, 15.81, 7.55, -16.60, 11.78,
929, 15.82, 7.55, -16.60, 11.78,
930, 15.82, 7.55, -16.60, 11.78,
931, 15.82, 7.55, -16.60, 11.78,
932, 15.82, 7.55, -16.60, 11.78,
933, 15.82, 7.55, -16.60, 11.78,
934, 15.82, 7.55, -16.60, 11.78,
935, 15.82, 7.55, -16.60, 11.78,
936, 15.82, 7.55, -16.60, 11.78,
937, 15.82, 7.55, -16.60, 11.78,
938, 15.82, 7.55, -16.60, 11.78,
939, 15.82, 7.55, -16.60, 11.78,
940, 15.82, 7.55, -16.60, 11.78,
941, 15.82, 7.55, -16.60, 11.78,
942, 15.82, 7.55, -16.60, 11.78,
943, 15.82, 7.55, -16.60, 11.78,
944, 15.82, 7.55, -16.60, 11.78,
945, 15.82, 7.55, -16.60, 11.78,
946, 15.84, 7.55, -16.60, 11.77,
947, 15.86, 7.55, -16.60, 11.77,
948, 15.91, 7.55, -16.60, 11.76,
949, 15.91, 7.55, -16.60, 11.76,
950, 15.91, 7.55, -16.60, 11.76,
951, 15.91, 7.56, -16.60, 11.76,
952, 15.89, 7.58, -16.61, 11.76,
953, 15.89, 7.58, -16.63, 11.76,
954, 15.89, 7.58, -16.63, 11.76,
955, 15.89, 7.59, -16.63, 11.76,
956, 15.89, 7.60, -16.63, 11.76,
957, 15.89, 7.60, -16.63, 11.76,
958, 15.89, 7.60, -16.63, 11.76,
959, 15.89, 7.53, -16.64, 11.76,
960, 15.89, 7.53, -16.64, 11.76,
961, 15.89, 7.53, -16.64, 11.76,
962, 15.89, 7.53, -16.64, 11.76,
963, 15.89, 7.53, -16.64, 11.76,
964, 15.89, 7.54, -16.64, 11.76,
965, 15.89, 7.54, -16.64, 11.76,
966, 15.89, 7.54, -16.66, 11.76,
967, 15.89, 7.54, -16.66, 11.76,
968, 15.89, 7.54, -16.66, 11.76,
969, 15.89, 7.54, -16.66, 11.76,
970, 15.89, 7.54, -16.66, 11.76,
971, 15.89, 7.54, -16.66, 11.76,
972, 15.89, 7.54, -16.67, 11.76,
973, 15.89, 7.54, -16.67, 11.76,
974, 15.89, 7.54, -16.67, 11.76,
975, 15.89, 7.54, -16.69, 11.76,
976, 15.89, 7.53, -16.69, 11.76,
977, 15.88, 7.53, -16.69, 11.76,
978, 15.88, 7.54, -16.69, 11.76,
979, 15.88, 7.55, -16.69, 11.76,
980, 15.88, 7.57, -16.69, 11.76,
981, 15.88, 7.57, -16.69, 11.76,
982, 15.88, 7.57, -16.69, 11.75,
983, 15.88, 7.57, -16.69, 11.75,
984, 15.88, 7.57, -16.69, 11.75,
985, 15.88, 7.57, -16.69, 11.76,
986, 15.88, 7.57, -16.69, 11.76,
987, 15.88, 7.57, -16.69, 11.76,
988, 15.88, 7.57, -16.69, 11.76,
989, 15.88, 7.57, -16.69, 11.76,
990, 15.88, 7.57, -16.69, 11.76,
991, 15.88, 7.57, -16.69, 11.76,
992, 15.88, 7.57, -16.69, 11.76,
993, 15.88, 7.58, -16.69, 11.76,
994, 15.88, 7.58, -16.69, 11.76,
995, 15.88, 7.58, -16.69, 11.76,
996, 15.88, 7.58, -16.69, 11.76,
997, 15.88, 7.58, -16.69, 11.76,
998, 15.88, 7.58, -16.69, 11.76,
999, 15.88, 7.58, -16.69, 11.76,
1000, 15.88, 7.58, -16.69, 11.76,
1001, 15.88, 7.58, -16.69, 11.76,
1002, 15.88, 7.58, -16.69, 11.76,
1003, 15.88, 7.58, -16.69, 11.76,
1004, 15.88, 7.58, -16.69, 11.76,
1005, 15.88, 7.59, -16.69, 11.76,
1006, 15.88, 7.59, -16.69, 11.76,
1007, 15.88, 7.59, -16.69, 11.76,
1008, 15.88, 7.59, -16.69, 11.76,
1009, 15.88, 7.59, -16.69, 11.76,
1010, 15.88, 7.59, -16.69, 11.76,
1011, 15.88, 7.59, -16.69, 11.76,
1012, 15.88, 7.59, -16.69, 11.76,
1013, 15.88, 7.59, -16.69, 11.76,
1014, 15.88, 7.59, -16.69, 11.76,
1015, 15.88, 7.59, -16.69, 11.76,
1016, 15.88, 7.59, -16.69, 11.76,
1017, 15.88, 7.59, -16.69, 11.76,
1018, 15.88, 7.59, -16.69, 11.76,
1019, 15.88, 7.59, -16.69, 11.76,
1020, 15.88, 7.59, -16.69, 11.76,
1021, 15.88, 7.59, -16.69, 11.76,
1022, 15.88, 7.59, -16.69, 11.76,
1023, 15.88, 7.59, -16.69, 11.76,
1024, 15.88, 7.59, -16.69, 11.76,
1025, 15.88, 7.59, -16.69, 11.76,
1026, 15.88, 7.59, -16.69, 11.76,
1027, 15.86, 7.59, -16.69, 11.76,
1028, 15.86, 7.59, -16.69, 11.76,
1029, 15.85, 7.59, -16.69, 11.76,
1030, 15.85, 7.58, -16.69, 11.76,
1031, 15.85, 7.58, -16.69, 11.76,
1032, 15.85, 7.58, -16.69, 11.76,
1033, 15.85, 7.58, -16.69, 11.76,
1034, 15.85, 7.58, -16.69, 11.76,
1035, 15.85, 7.58, -16.69, 11.76,
1036, 15.85, 7.58, -16.69, 11.76,
1037, 15.85, 7.58, -16.69, 11.76,
1038, 15.85, 7.58, -16.69, 11.76,
1039, 15.85, 7.58, -16.69, 11.76,
1040, 15.85, 7.58, -16.69, 11.76,
1041, 15.85, 7.58, -16.69, 11.76,
1042, 15.85, 7.60, -16.69, 11.76,
1043, 15.85, 7.63, -16.69, 11.76,
1044, 15.85, 7.65, -16.69, 11.76,
1045, 15.85, 7.65, -16.69, 11.76,
1046, 15.85, 7.65, -16.69, 11.76,
1047, 15.85, 7.65, -16.69, 11.76,
1048, 15.85, 7.65, -16.69, 11.76,
1049, 15.85, 7.65, -16.69, 11.76,
1050, 15.85, 7.65, -16.69, 11.76,
1051, 15.85, 7.65, -16.69, 11.76,
1052, 15.85, 7.63, -16.69, 11.76,
1053, 15.85, 7.63, -16.69, 11.76,
1054, 15.85, 7.63, -16.69, 11.76,
1055, 15.85, 7.63, -16.69, 11.76,
1056, 15.85, 7.63, -16.69, 11.76,
1057, 15.85, 7.63, -16.69, 11.76,
1058, 15.85, 7.63, -16.69, 11.76,
1059, 15.85, 7.63, -16.69, 11.76,
1060, 15.85, 7.63, -16.69, 11.76,
1061, 15.85, 7.62, -16.69, 11.76,
1062, 15.85, 7.61, -16.69, 11.76,
1063, 15.85, 7.61, -16.69, 11.76,
1064, 15.85, 7.61, -16.69, 11.76,
1065, 15.85, 7.61, -16.69, 11.77,
1066, 15.85, 7.61, -16.69, 11.77,
1067, 15.85, 7.62, -16.69, 11.77,
1068, 15.85, 7.63, -16.69, 11.77,
1069, 15.85, 7.62, -16.69, 11.77,
1070, 15.85, 7.62, -16.69, 11.77,
1071, 15.85, 7.62, -16.69, 11.77,
1072, 15.85, 7.62, -16.69, 11.76,
1073, 15.85, 7.62, -16.69, 11.76,
1074, 15.85, 7.62, -16.69, 11.76,
1075, 15.85, 7.62, -16.69, 11.76,
1076, 15.85, 7.62, -16.69, 11.76,
1077, 15.85, 7.62, -16.69, 11.76,
1078, 15.85, 7.62, -16.69, 11.76,
1079, 15.85, 7.59, -16.69, 11.76,
1080, 15.85, 7.57, -16.69, 11.76,
1081, 15.84, 7.57, -16.69, 11.76,
1082, 15.84, 7.55, -16.69, 11.76,
1083, 15.84, 7.55, -16.69, 11.76,
1084, 15.84, 7.55, -16.69, 11.76,
1085, 15.84, 7.55, -16.69, 11.76,
1086, 15.84, 7.55, -16.69, 11.76,
1087, 15.84, 7.55, -16.69, 11.76,
1088, 15.84, 7.55, -16.69, 11.76,
1089, 15.84, 7.55, -16.69, 11.76,
1090, 15.84, 7.55, -16.69, 11.76,
1091, 15.84, 7.55, -16.69, 11.76,
1092, 15.84, 7.55, -16.69, 11.76,
1093, 15.84, 7.55, -16.69, 11.76,
1094, 15.84, 7.55, -16.69, 11.76,
1095, 15.84, 7.55, -16.69, 11.76,
1096, 15.84, 7.55, -16.69, 11.76,
1097, 15.84, 7.55, -16.69, 11.76,
1098, 15.84, 7.56, -16.69, 11.76,
1099, 15.84, 7.57, -16.69, 11.76,
1100, 15.84, 7.57, -16.69, 11.76,
1101, 15.84, 7.57, -16.69, 11.76,
1102, 15.84, 7.55, -16.69, 11.76,
1103, 15.84, 7.53, -16.69, 11.76,
1104, 15.84, 7.52, -16.69, 11.76,
1105, 15.84, 7.54, -16.69, 11.76,
1106, 15.84, 7.54, -16.69, 11.76,
1107, 15.82, 7.54, -16.69, 11.76,
1108, 15.82, 7.54, -16.69, 11.76,
1109, 15.82, 7.54, -16.69, 11.76,
1110, 15.82, 7.54, -16.69, 11.76,
1111, 15.82, 7.54, -16.69, 11.76,
1112, 15.82, 7.54, -16.69, 11.76,
1113, 15.82, 7.54, -16.69, 11.76,
1114, 15.82, 7.54, -16.69, 11.76,
1115, 15.82, 7.54, -16.70, 11.76,
1116, 15.82, 7.54, -16.70, 11.76,
1117, 15.82, 7.54, -16.70, 11.76,
1118, 15.82, 7.54, -16.70, 11.76,
1119, 15.82, 7.54, -16.70, 11.76,
1120, 15.82, 7.54, -16.70, 11.76,
1121, 15.82, 7.54, -16.70, 11.76,
1122, 15.82, 7.54, -16.70, 11.76,
1123, 15.82, 7.54, -16.70, 11.76,
1124, 15.82, 7.54, -16.70, 11.76,
1125, 15.82, 7.54, -16.70, 11.76,
1126, 15.82, 7.54, -16.70, 11.76,
1127, 15.82, 7.49, -16.70, 11.76,
1128, 15.81, 7.49, -16.70, 11.76,
1129, 15.81, 7.49, -16.70, 11.76,
1130, 15.81, 7.49, -16.72, 11.76,
1131, 15.81, 7.49, -16.72, 11.77,
1132, 15.81, 7.49, -16.72, 11.77,
1133, 15.82, 7.49, -16.72, 11.77,
1134, 15.82, 7.49, -16.72, 11.77,
1135, 15.82, 7.49, -16.72, 11.77,
1136, 15.82, 7.49, -16.72, 11.77,
1137, 15.84, 7.68, -16.72, 11.77,
1138, 15.84, 7.69, -16.72, 11.76,
1139, 15.84, 7.69, -16.72, 11.76,
1140, 15.84, 7.69, -16.72, 11.76,
1141, 15.84, 7.69, -16.72, 11.76,
1142, 15.84, 7.69, -16.72, 11.76,
1143, 15.84, 7.69, -16.72, 11.76,
1144, 15.84, 7.69, -16.72, 11.76,
1145, 15.84, 7.63, -16.72, 11.76,
1146, 15.84, 7.63, -16.72, 11.76,
1147, 15.84, 7.63, -16.72, 11.76,
1148, 15.84, 7.63, -16.72, 11.76,
1149, 15.84, 7.63, -16.72, 11.76,
1150, 15.84, 7.63, -16.72, 11.76,
1151, 15.84, 7.63, -16.72, 11.76,
1152, 15.84, 7.63, -16.72, 11.77,
1153, 15.84, 7.63, -16.72, 11.77,
1154, 15.84, 7.61, -16.72, 11.77,
1155, 15.84, 7.61, -16.72, 11.77,
1156, 15.84, 7.61, -16.72, 11.77,
1157, 15.85, 7.62, -16.73, 11.77,
1158, 15.85, 7.62, -16.73, 11.77,
1159, 15.85, 7.62, -16.75, 11.77,
1160, 15.86, 7.62, -16.79, 11.77,
1161, 15.91, 7.62, -16.83, 11.77,
1162, 15.95, 7.67, -16.86, 11.77,
1163, 15.97, 7.68, -16.92, 11.77,
1164, 16.00, 7.68, -16.94, 11.77,
1165, 16.04, 7.73, -16.97, 11.77,
1166, 16.22, 7.87, -17.07, 11.75,
1167, 16.33, 7.97, -17.17, 11.74,
1168, 16.44, 8.05, -17.28, 11.73,
1169, 16.60, 8.24, -17.42, 11.72,
1170, 16.70, 8.33, -17.56, 11.71,
1171, 16.75, 8.37, -17.63, 11.71,
1172, 16.81, 8.42, -17.69, 11.70,
1173, 16.86, 8.46, -17.75, 11.70,
1174, 17.03, 8.58, -17.91, 11.68,
1175, 17.19, 8.66, -18.04, 11.67,
1176, 17.29, 8.75, -18.16, 11.66,
1177, 17.50, 8.90, -18.35, 11.64,
1178, 17.76, 9.06, -18.58, 11.62,
1179, 18.03, 9.23, -18.83, 11.59,
1180, 18.13, 9.34, -18.95, 11.58,
1181, 18.17, 9.37, -19.00, 11.57,
1182, 18.22, 9.38, -19.04, 11.56,
1183, 18.38, 9.48, -19.22, 11.54,
1184, 18.64, 9.65, -19.50, 11.51,
1185, 18.98, 9.86, -19.88, 11.48,
1186, 19.33, 10.06, -20.19, 11.44,
1187, 19.42, 10.10, -20.28, 11.44,
1188, 19.42, 10.10, -20.28, 11.44,
1189, 19.44, 10.10, -20.29, 11.44,
1190, 19.53, 10.17, -20.38, 11.43,
1191, 19.83, 10.28, -20.67, 11.41,
1192, 20.16, 10.40, -21.03, 11.38,
1193, 20.25, 10.43, -21.13, 11.38,
1194, 20.26, 10.44, -21.13, 11.38,
1195, 20.26, 10.45, -21.16, 11.38,
1196, 20.26, 10.40, -21.42, 11.38,
1197, 20.28, 10.41, -21.44, 11.37,
1198, 20.30, 10.42, -21.45, 11.36,
1199, 20.30, 10.42, -21.45, 11.35,
1200, 20.30, 10.42, -21.45, 11.35,
1201, 20.29, 10.42, -21.45, 11.35,
1202, 20.28, 10.42, -21.47, 11.35,
1203, 20.26, 10.42, -21.48, 11.35,
1204, 20.26, 10.42, -21.50, 11.35,
1205, 20.26, 10.42, -21.50, 11.35,
1206, 20.26, 10.42, -21.50, 11.35,
